131072, 8, 8, 0.420864, 398.637483
131072, 16, 8, 0.439584, 763.322436
131072, 24, 8, 0.598048, 841.598841
131072, 32, 8, 0.723232, 927.902342
131072, 40, 8, 0.942400, 890.132448
131072, 48, 8, 1.051584, 957.253966
131072, 56, 8, 1.151072, 1020.270751
131072, 64, 8, 1.247360, 1076.014374
131072, 72, 8, 1.447136, 1043.405315
131072, 80, 8, 1.566240, 1071.177885
131072, 88, 8, 1.666592, 1107.345864
131072, 96, 8, 1.773760, 1135.027266
131072, 104, 8, 2.141248, 1018.582664
131072, 112, 8, 2.059904, 1140.252229
131072, 120, 8, 2.162624, 1163.670863
131072, 128, 8, 2.260736, 1187.380824
131072, 8, 128, 1.362528, 1970.128046
131072, 16, 128, 1.492576, 3596.941870
131072, 24, 128, 1.591104, 5061.305562
131072, 32, 128, 1.689248, 6356.330425
131072, 40, 128, 2.199584, 6101.959623
131072, 48, 128, 2.175904, 7402.039381
131072, 56, 128, 2.252544, 8341.893670
131072, 64, 128, 2.351648, 9131.823996
131072, 72, 128, 3.133504, 7709.960384
131072, 80, 128, 3.243392, 8276.380307
131072, 88, 128, 3.321312, 8890.432636
131072, 96, 128, 3.429376, 9393.037037
131072, 104, 128, 3.831360, 9108.151767
131072, 112, 128, 3.874592, 9699.334330
131072, 120, 128, 3.931328, 10242.166973
131072, 128, 128, 3.993920, 10753.763725
