131072, 8, 8, 0.277024, 605.623193
131072, 8, 16, 0.312096, 1075.131755
131072, 8, 24, 0.350912, 1434.309665
131072, 8, 32, 0.394688, 1700.301561
131072, 8, 40, 0.438912, 1911.227745
131072, 8, 48, 0.492992, 2041.884923
131072, 8, 56, 0.554272, 2118.824563
131072, 8, 64, 0.620608, 2162.681339
131072, 8, 72, 0.674304, 2239.271042
131072, 8, 80, 0.724192, 2316.680585
131072, 8, 88, 0.773760, 2385.098365
131072, 8, 96, 0.819904, 2455.489725
131072, 8, 104, 1.040128, 2096.893936
131072, 8, 112, 1.058144, 2219.745421
131072, 8, 120, 1.053696, 2388.338110
131072, 8, 128, 1.090048, 2462.602261
131072, 128, 8, 1.162848, 2308.431171
131072, 128, 16, 1.260256, 4260.014551
131072, 128, 24, 1.329472, 6057.340063
131072, 128, 32, 1.400832, 7665.028928
131072, 128, 40, 1.468096, 9142.299030
131072, 128, 48, 1.572416, 10242.917837
131072, 128, 56, 1.687840, 11132.857432
131072, 128, 64, 1.837248, 11688.589051
131072, 128, 72, 1.991392, 12131.810734
131072, 128, 80, 2.161824, 12417.081941
131072, 128, 88, 2.172640, 13590.792309
131072, 128, 96, 2.313568, 13923.192712
131072, 128, 104, 2.475616, 14096.131866
131072, 128, 112, 2.635680, 14258.545957
131072, 128, 120, 2.797472, 14393.466100
131072, 128, 128, 2.966304, 14479.187580
